sbscrbr,user_id,Gender,Status,D.O.B.,Address,State_CD
5254884706,Bendix_Haselden,F,Single,4/11/1994,"Mooresville, NC 28115 84 Snake Hill Dr. ",
7822325845,Oliver_Daintree,F,Single,9/15/1979,"San Jose, CA 95127 942 Henry St. ",
9946764088,Becki_Beaves,F,Single,4/11/1983,"Amsterdam, NY 12010 744 San Carlos Street ",
3219093870,Arther_Walshaw,M,Single,12/28/1979,"Grand Rapids, MI 49503 54 Bank Ave. ",
5223018505,Griz_Chessun,F,Single,5/14/1986,"Lilburn, GA 30047 7649 West Bellevue St. ",
2042112668,Devonna_Paolacci,F,Single,12/17/1987,"Asheboro, NC 27205 7414 Bald Hill Ave. ",
4092921252,Agneta_Greasley,M,Single,4/23/2000,"Corona, NY 11368 7338 Valley View Street ",
4761720234,Nanon_Callacher,F,Single,7/23/1978,"Fort Lauderdale, FL 33308 5 South Ridgeview Road ",
6595243752,Baldwin_Meneo,F,Single,6/11/1986,"Salem, MA 01970 336 Applegate Court ",
3748770415,Glenn_Guislin,M,Divorced,7/15/1986,"Park Ridge, IL 60068 9349 Brickell Street ",
2055845117,Emlynne_Titt,F,Divorced,8/8/1979,"Hamden, CT 06514 108 Gulf St. ",
1238903114,Linus_Hamsley,M,Divorced,10/26/1991,"Massapequa, NY 11758 35 North Greystone Drive ",
4781124958,Glenda_Chin,F,Divorced,3/24/1973,"Mays Landing, NJ 08330 97 West Mammoth Street ",
7646518185,Clay_Iacomi,M,Divorced,4/23/2005,"Eau Claire, WI 54701 8674 Rockaway Avenue ",
3103329651,Oriana_Yoxall,F,Single,1/27/2007,"Kings Mountain, NC 28086 648 Ivy Street ",
3609298220,Erny_McVity,F,Single,4/23/1976,"Lawndale, CA 90260 86 North Bellevue Circle ",
4664861936,Sosanna_Kalisz,M,Single,3/5/1982,"Centereach, NY 11720 50 Surrey Rd. ",
9056785444,Flss_Jannex,F,Divorced,9/13/2014,"Parlin, NJ 08859 781 Wakehurst Dr. ",
8523333015,Haskell_Olohan,F,Divorced,4/28/1998,"Cordova, TN 38016 587 Rockledge Drive ",
6906575365,Bea_Biffen,F,Divorced,12/22/2011,"Middletown, CT 06457 7212 East Linda Dr. ",
8575501630,Edlin_Standing,M,Divorced,2/9/1986,"Cornelius, NC 28031 9643 Beacon Street ",
9711510733,Zilvia_Gert,F,Divorced,9/24/2009,"Merrillville, IN 46410 312 Holly Ave. ",
5741563586,Brina_De_Mars,F,Divorced,3/13/2014,"Vineland, NJ 08360 9453 Olive Drive ",
3931471148,Syd_Rowley,M,Divorced,12/18/1987,"Gettysburg, PA 17325 38 Edgewood Ave. ",
6857849582,Orv_Backs,F,Divorced,4/1/1984,"Anchorage, AK 99504 8266 Maiden St. ",
5121765654,Marin_Blackstock,F,Single Parent,11/21/1978,"Beltsville, MD 20705 8878 Oakwood Lane ",
5607296981,Rebecca_Tomaszewski,M,Single Parent,5/21/1979,"Kingston, NY 12401 3 Mayflower Lane ",
7618598133,Flora_Trees,F,Single Parent,1/3/1979,"Chambersburg, PA 17201 718 Ohio St. ",
7212084191,Mariel_Kaser,M,Single Parent,8/11/1992,"Virginia Beach, VA 23451 27 Cooper Street ",
5093615854,Nappy_Rennebeck,F,Single Parent,9/3/2015,"Lansdale, PA 19446 9151 Blackburn Street ",
3496329273,Paulie_Rycroft,M,Single Parent,7/23/2011,"Lansing, MI 48910 31 Valley Farms Dr. ",
8267988821,Cly_Raiment,F,Single Parent,11/26/1985,"Ada, OK 74820 9685 Wagon Avenue ",
5715734777,Alysia_D'eathe,F,Married,2/12/1995,"Racine, WI 53402 9265 South Road ",
6388721811,Rena_Siene,M,Married,2/25/1980,"South Ozone Park, NY 11420 848 Pacific St. ",
5156125637,Quintin_Hentze,F,Married,2/15/2014,"Brownsburg, IN 46112 199 E. Arlington St. ",
5602888902,Christal_Lumbers,F,Married,9/14/2012,"Bay Shore, NY 11706 87 Beechwood Ave. ",
2986283801,Hildegaard_Gossington,F,Married,7/10/1989,"Mocksville, NC 27028 933 SW. Campfire St. ",
2199140682,Odella_McKissack,M,Married,7/11/1989,"Waldorf, MD 20601 61 Center St. ",
4412896678,Candra_Jouhning,F,Married,11/22/2013,"Mount Vernon, NY 10550 256 Santa Clara Dr. ",
3005571130,Brinna_Shipcott,F,Married,9/2/1973,"Cherry Hill, NJ 08003 400 Bridle Ave. ",
7053507006,Lannie_Attack,M,Married,5/12/1997,"Bowie, MD 20715 8717 Tunnel Ave. ",
1732454824,Ebony_Stitle,F,Married,5/14/2006,"Casselberry, FL 32707 8508 Fairfield St. ",
6436072347,Clarette_McFfaden,F,Married,5/5/2009,"Meriden, CT 06450 74 Evergreen St. ",
3289803541,Lowe_Dudeney,M,Married,5/9/1997,"Perth Amboy, NJ 08861 362 Depot St. ",
4182984575,Jodie_McReynold,F,Married,2/27/2003,"Piscataway, NJ 08854 4 South St Louis St. ",
9195835434,Wilmar_Ferrarini,M,Married,1/8/1976,"Hudsonville, MI 49426 683 Essex Ave. ",
7749233895,Gilly_Conwell,F,Married,3/6/1979,"Trenton, NJ 08610 7427 Smoky Hollow Drive ",
6362734544,Hilde_Eldrett,M,Divorced,11/9/1977,"Asbury Park, NJ 07712 9208 County St. ",
8483947225,Neille_Duiged,F,Divorced,6/10/1976,"West Orange, NJ 07052 7 Bradford St. ",
2066877388,Jillayne_Fodden,F,Divorced,9/17/1992,"Gulfport, MS 39503 470 Ashley Street ",
4642383071,Astrid_Markey,M,Divorced,9/9/1994,"Grovetown, GA 30813 614 Winchester Avenue ",
2308739440,Malvin_Blain,F,Divorced,3/15/2000,"Pembroke Pines, FL 33028 339 Temple Street ",
2024579517,Pascale_SLVRmain,F,Divorced,10/5/1980,"New Brunswick, NJ 08901 8364 Galvin St. ",
8143187195,Sher_Hendrich,F,Divorced,7/20/1988,"Arlington Heights, IL 60004 7075 Ridgewood Circle ",
2473292591,Hartley_Hollow,M,Divorced,8/20/1985,"Mechanicsburg, PA 17050 945 Ridge Drive ",
1549361348,Fay_Bachs,F,Divorced,2/4/2001,"Yorktown, VA 23693 55 N. Dunbar Drive ",
2704853972,Rosanna_Darbon,F,Divorced,7/26/2000,"Marshalltown, IA 50158 752 Cedar Court ",
5817725294,Cordula_Worcester,M,Divorced,6/9/2002,"Port Huron, MI 48060 7321 Spruce Drive ",
1791213980,Tan_Huxton,F,Divorced,1/2/1993,"Mason, OH 45040 7 High Ridge Street ",
3074800473,Luca_Snewin,F,Divorced,8/24/1979,"Dearborn Heights, MI 48127 7794 Chapel Street ",
1986498129,Eamon_Coughtrey,M,Divorced,12/20/2012,"Lumberton, NC 28358 84 Wayne St. ",
2288523354,Aguie_Penrose,F,Divorced,5/3/2011,"Morgantown, WV 26508 500 Market St. ",
2936982989,Gaylene_Hawyes,M,Single,11/11/1985,"Chesterton, IN 46304 506 E. Strawberry Road ",
2092672995,Samuele_Laneham,F,Single,6/7/1978,"Westfield, MA 01085 9842 East Grant Rd. ",
5907472554,Leighton_Alvares,M,Single,7/19/2014,"Doylestown, PA 18901 7200 Ridge St. ",
9766178765,Gearard_Branni,F,Single,9/22/1985,"Barberton, OH 44203 802 Iroquois St. ",
5302194416,Amelia_Smooth,F,Single,8/26/1976,"Defiance, OH 43512 942 Westport St. ",
9402733567,Luise_Rapp,M,Single,11/11/1994,"Oak Forest, IL 60452 315 Essex Court ",
6048098096,Karyn_Martinovsky,F,Single,8/21/2004,"Mundelein, IL 60060 7870 Lafayette Rd. ",
1468225736,Husain_Chiswell,F,Single,9/17/1998,"Hastings, MN 55033 510 Bedford Dr. ",
9389635534,Ermina_Ginnell,F,Single,3/13/2002,"Edison, NJ 08817 76 East Street ",
6288976872,Gregoire_Mudle,M,Single,10/27/1975,"Solon, OH 44139 7006 S. Mountainview St. ",
6594009237,Roseanne_Callam,F,Single,2/7/2002,"Bensalem, PA 19020 233 Third Road ",
8725928890,Marlyn_Meddings,F,Single,7/8/2008,"Richardson, TX 75080 571 Longbranch Road ",
6972967007,Bevan_Jaquemar,M,Single,4/1/1981,"Geneva, IL 60134 3 White Rd. ",
9221966029,Dniren_O'Flynn,F,Single,2/5/1980,"Rockledge, FL 32955 98 Arlington St. ",
3429382805,Goran_Etchells,F,Single,6/5/2006,"Richmond, VA 23223 279 Windsor Ave. ",
3314479075,Myca_Fluck,M,Single,12/6/1996,"Sumter, SC 29150 5 Main Lane ",
7844155205,Audra_Weetch,M,Single,1/19/1996,"Mahopac, NY 10541 673 Jennings Ave. ",
6433129271,Danie_Bruckenthal,F,Single,4/30/2014,"Cambridge, MA 02138 8 Edgemont Drive ",
6521574108,Dall_Slatter,M,Single,12/17/1974,"South Lyon, MI 48178 9360 West Longfellow St. ",
8636522622,Edeline_Oury,F,Single,9/22/2011,"Saint Cloud, MN 56301 9 Highland Street ",
2889695868,Russell_Clubley,M,Single,9/15/2002,"Hartselle, AL 35640 9346 Stillwater Road ",
7406914151,Melitta_Cozins,F,Single,6/11/1982,"Toledo, OH 43612 7817 Marvon St. ",
7269657591,Loraine_Whiteoak,F,Single,12/7/1982,"Mishawaka, IN 46544 1 Bayport Ave. ",
1682303531,Abby_Whitaker,M,Single,11/30/1988,"Torrance, CA 90505 76 Ohio Dr. ",
1994698128,Delia_Kummerlowe,F,Single,7/18/1993,"Prior Lake, MN 55372 11 North Glenridge Lane ",
5028321473,Gill_Hearnaman,F,Single,9/12/2003,"Deerfield, IL 60015 9772 Rockaway St. ",
2599732255,Marten_Ferber,F,Single,5/10/1994,"Gwynn Oak, MD 21207 9016 Elm Ave. ",
1639292263,Hetty_Sheaber,M,Single,4/7/1991,"Panama City, FL 32404 881 Elizabeth Lane ",
9484370250,Daniella_Gosdin,F,Single,12/23/1975,"Auburndale, FL 33823 9799 S. Thorne Street ",
2102854566,Tierney_Ridwood,F,Single,5/4/1981,"Marshfield, WI 54449 36 Wrangler Avenue ",
9932724499,Zorana_Ben,M,Single,3/2/1980,"Jamestown, NY 14701 305 Orchard Lane ",
8205704840,Aldus_Hopfer,F,Married,12/31/2010,"Hicksville, NY 11801 670 West James Street ",
3514087743,Daniele_Audas,F,Married,1/19/1975,"Clayton, NC 27520 23 Queen Dr. ",
6521326024,Tomkin_Skrine,M,Married,3/19/1986,"New Lenox, IL 60451 92 Glen Eagles Drive ",
5898989537,Etti_Ponter,F,Married,12/27/1975,"Suitland, MD 20746 8713 Bellevue Rd. ",
3035430636,Augusta_McCormack,M,Married,12/4/2013,"Coraopolis, PA 15108 480 Wilson Dr. ",
5576916846,Barry_Mercer,F,Married,4/26/2011,"Pikesville, MD 21208 86 San Carlos Dr. ",
6329379901,Maryrose_Seivertsen,M,Married,9/5/2002,"Westminster, MD 21157 47 Briarwood Ave. ",
1819463352,Orsola_SLVRin,F,Married,9/14/2012,"Tewksbury, MA 01876 318 College St. ",
4046579391,Alejoa_Woodruff,F,Married,3/26/2003,"Mebane, NC 27302 34 North Central St. ",
7965424737,Belinda_Wasling,M,Married,1/16/1986,"Winter Springs, FL 32708 2 Vale St. ",
5565430985,Tabbie_Mc_Comb,F,Married,1/10/2008,"Williamsport, PA 17701 659 Military Rd. ",
1665654309,Dedie_Bendelow,F,Married,9/15/1986,"Lincolnton, NC 28092 3 Marvon Ave. ",
5338294907,Sean_Labarre,F,Married,9/16/1980,"Kenosha, WI 53140 8317 Pine St. ",
2567576443,Raquela_Pavese,M,Married,8/26/2005,"Mableton, GA 30126 84 Chapel St. ",
1581733124,Hube_Birckmann,F,Married,6/25/1992,"Ellicott City, MD 21042 936 Roehampton Road ",
6862230002,Sonya_Shearsby,F,Married,7/15/1996,"Pleasanton, CA 94566 41 Border St. ",
2753977097,Noll_McElhinney,M,Married,5/29/2000,"Hoboken, NJ 07030 260 West Pearl Street ",
9126293394,Stanleigh_Sarll,F,Married,5/22/1988,"Winter Park, FL 32792 7 Valley Street ",
8329006166,Angelle_Punton,F,Married,3/1/1977,"Springfield, PA 19064 7057 Logan St. ",
5907212083,Hart_Laux,M,Married,11/2/2002,"Oswego, NY 13126 8134 Old York Dr. ",
8711639690,Bondon_Wigglesworth,F,Married,12/22/2005,"Mount Laurel, NJ 08054 530 Monroe Street ",
6802297835,Drusilla_Firmager,M,Married,6/27/2011,"Elkton, MD 21921 4 Madison Dr. ",
4239556544,Catrina_Dunnaway,F,Married,3/29/1983,"Wasilla, AK 99654 8496 Ocean St. ",
8154539790,Ketti_Botly,M,Married,2/27/1989,"Lancaster, NY 14086 46 Hilldale Lane ",
5701351611,Alverta_Hailey,F,Married,4/21/2002,"Stoughton, MA 02072 742 Sherwood Lane ",
7611414861,Rudyard_Marcus,F,Married,5/21/2004,"Rockville Centre, NY 11570 8420 River Avenue ",
5344419122,Kimberlee_Fickling,M,Married,3/3/2010,"Brandon, FL 33510 713 Cemetery Rd. ",
1009249344,Karie_Longstaff,F,Married,2/17/1979,"Monsey, NY 10952 995 Homestead Court ",
2893042736,Paxon_Orro,F,Married,10/29/2007,"Wilmington, MA 01887 7364 Helen Rd. ",
2248067649,Caldwell_SpainGower,F,Married,9/21/2008,"Central Islip, NY 11722 185 East Lees Creek St. ",
9629831570,Ellen_Linge,M,Married,2/14/2015,"Leland, NC 28451 2 Gartner Ave. ",
5478546984,Boycie_Hunnicot,F,Married,7/1/1993,"Evansville, IN 47711 9949 Blackburn Street ",
5702188526,Dane_Burchell,F,Married,1/28/1976,"Palm City, FL 34990 148 Bayberry Ave. ",
8627597229,Yul_Sherlaw,M,Married,10/21/1976,"Halethorpe, MD 21227 874 Valley Farms Street ",
4308461721,Thorstein_Nuccii,F,Married,6/9/1981,"Holbrook, NY 11741 40 Leeton Ridge Street ",
4594833832,Urban_Danskine,F,Married,12/22/2008,"Parkersburg, WV 26101 7018 Myers Dr. ",
5968183775,Melony_Staveley,M,Married,11/2/1980,"New York, NY 10002 75 Garfield Court ",
8117764607,Dun_Ortell,F,Married,12/7/2005,"Downers Grove, IL 60515 988 Race Street ",
5781909455,Flossie_Wyrill,M,Married,5/15/1974,"Hopkinsville, KY 42240 10 Deerfield Lane ",
8662181319,Brodie_Agostini,F,Married,1/26/1973,"Conyers, GA 30012 100 Sunbeam Street ",
1051125036,Kaile_Dalgarnowch,M,Married,1/31/2008,"Colonial Heights, VA 23834 896 South Lakeshore Ave. ",
6586636222,Walliw_Monier,F,Divorced,5/7/2006,"Norfolk, VA 23503 553 Taylor Street ",
4842015640,Loralee_Haggus,F,Divorced,4/3/1976,"Fairport, NY 14450 3 Rose Ave. ",
8673799338,Blanca_Shepley,M,Divorced,2/25/2008,"Powell, TN 37849 5 South Street ",
3986240876,Randene_Tarbatt,F,Divorced,10/18/2014,"Beaver Falls, PA 15010 33 S. Windsor Avenue ",
8765519122,Georgine_Cosbee,F,Divorced,6/22/2013,"9579 Locust St.  Satellite Beach, FL 32937",
5981410385,Enid_Vlasov,F,Divorced,8/31/1993,"4 Cedar St.  Hillsborough, NJ 08844",
5113948188,Matelda_Batson,M,Divorced,4/15/2001,"42 Arrowhead St.  Mooresville, NC 28115",
2721821789,Kendrick_Witcomb,F,Divorced,3/21/1991,"809 Longbranch Street  Peoria, IL 61604",
7839973003,Onfroi_Fathers,F,Divorced,11/16/1991,"913 Pulaski Court  Glastonbury, CT 06033",
4362587329,Tyler_Bottoms,M,Divorced,2/16/1986,"9198 Cherry Hill Ave.  Parlin, NJ 08859",
5984913510,Ki_d'_Eye,F,Single,9/6/1979,"8649 Walnut Dr.  Dothan, AL 36301",
6242176255,Vinny_Kolakowski,F,Single,9/5/1973,"958 Garfield Dr.  Eau Claire, WI 54701",
8651922540,Allister_Burstowe,M,Single,4/18/1973,"7326 Lake View Drive  Waynesboro, PA 17268",
8978162311,Casandra_Kringe,F,Single,5/1/2004,"9094 Bald Hill St.  Wilson, NC 27893",
8753027828,Isahella_Bartusek,M,Single,10/27/1983,"396 Golden Star St.  Mount Holly, NJ 08060",
2335692914,AlfSLVR_Nelthorpe,F,Single,2/26/1994,"463 Airport St.  Savannah, GA 31404",
7086461533,Tova_Lernihan,M,Single,3/4/1993,"79 New St.  Montclair, NJ 07042",
1114398583,Wally_Le_Maitre,F,Single Parent,8/7/2000,"8535 E. Pine St.  Roy, UT 84067",
7146727061,Jordan_Sein,F,Single Parent,11/20/1998,"49 W. Walnutwood Rd.  Riverview, FL 33569",
6961085497,Jessalin_Filer,M,Single Parent,3/25/1976,925 Euclid Drive  Apt 2 ,
4964553900,Mariya_Bezant,F,Single Parent,9/14/2008,"Holly Springs, NC 27540 767 Hudson St. ",
6178193255,Alisha_Harcombe,F,Single Parent,6/22/2007,"Pataskala, OH 43062 9514 Southampton Avenue ",
1707475053,Ellissa_Moar,F,Single Parent,6/12/1996,"West Springfield, MA 01089 75 Princess Drive ",
3042970618,Sadie_Ashford,M,Single Parent,9/28/2009,"Cuyahoga Falls, OH 44221 485 Lexington Street ",
7038303787,Cristina_De_Vaar,F,Single Parent,3/13/1981,"West New York, NJ 07093 476 Woodsman St. ",
2128152763,Norbie_Venmore,F,Single Parent,6/23/1993,"Elizabeth, NJ 07202 7533 Green Hill Drive ",
4631826594,Harv_Tawn,M,Single,5/3/2012,"Bristol, CT 06010 39 Hawthorne Dr. ",
1155918693,Dane_MacArte,F,Married,7/1/1986,"Apt A  Zion, IL 60099",
5873743591,Wheeler_Side,F,Married,8/28/1998,"61 Wild Rose Circle  Marion, NC 28752",
2006396085,Eilis_Denholm,M,Married,1/17/2005,"89 Fremont Drive  Hastings, MN 55033",
1721465184,Egbert_Keating,F,Single,8/26/2005,"12 Big Rock Cove Avenue  Phoenix, AZ 85021",
3354621516,Ezra_Aylott,M,Married,4/8/1992,"37 Columbia Court  Durham, NC 27703",
5537093904,Neal_Leyninye,F,Married,8/30/1984,"932 SW. Grandrose Ave.  Cary, NC 27511",
6471139357,Leticia_Pavis,M,Married,9/18/1974,"258 E. Birchpond Rd.  Charlottesville, VA 22901",
7779802401,Bambie_Lamboll,F,Married,8/10/1979,"7836 Penn Ave.  Cherry Hill, NJ 08003",
5715932417,Torey_Liquorish,F,Married,1/1/2001,"636 Cleveland Street  Pasadena, MD 21122",
5405096882,Bryana_MacCathay,M,Married,9/15/2015,"827 Ridgewood Ave.  Panama City, FL 32404",
6104370843,Sloane_Leahey,F,Married,3/31/2005,"7435 Lafayette Ave.  Chicago Heights, IL 60411",
5432301313,Chester_McGow,F,Married,3/19/1979,"9827 53rd St.  Paramus, NJ 07652",
2728621627,Becki_Warden,F,Married,4/4/1980,"7774 Valley View St.  Powhatan, VA 23139",
2554109230,Anett_Ryding,M,Married,3/26/1978,"8217 W. Glenholme St.  La Crosse, WI 54601",
5772499117,Cy_Jaggi,F,Married,10/15/1981,"611 Brickyard Court  Plainfield, NJ 07060",
7118755484,Nancie_Youngman,F,Married,1/8/1977,"7611 Jefferson Drive  Hallandale, FL 33009",
3939575940,Keen_Ducket,M,Married,5/23/1981,"927 Meadowbrook Ave.  Matawan, NJ 07747",
6101500067,Ediva_McGunley,F,Divorced,11/6/1994,"43 Hillside Ave.  Madisonville, KY 42431",
3837582728,Christin_Tupman,F,Divorced,9/21/1973,"33 W. Pawnee Street  Kenosha, WI 53140",
6576632015,Nedi_Trafford,M,Divorced,5/23/1983,"245 Glenholme St.  Marquette, MI 49855",
9949688587,Neil_Mallord,F,Divorced,1/16/1989,"8612 Lake View Street  Levittown, NY 11756",
1508989273,Benyamin_Rendall,M,Divorced,1/27/1999,"963 Manor Station Dr.  Old Bridge, NJ 08857",
1349541686,Geno_Shoosmith,F,Divorced,3/1/2004,"741 Wakehurst St.  Marietta, GA 30008",
2018579922,Clarke_Stollenhof,M,Divorced,12/13/1990,"7193 Iroquois Rd.  Freehold, NJ 07728",
8007860379,Ema_Fairlie,F,Divorced,12/11/2015,"84 North St.  Passaic, NJ 07055",
4555986897,Euell_Dwelly,F,Divorced,10/31/1993,"63 West Edgewood Lane  Bellmore, NY 11710",
3993692412,Ebenezer_Alldritt,M,Divorced,7/17/2014,"236 Old York St.  Ft Mitchell, KY 41017",
1934020804,Brittan_Espinay,F,Single Parent,4/19/2015,"998 Redwood Drive  Marshfield, WI 54449",
8644107523,Cathi_Towle,F,Single,8/31/1978,"9985 North Third Street  Casselberry, FL 32707",
5611436861,Angeli_Rubury,F,Single,9/21/2011,"202 N. Devonshire Circle  Chicopee, MA 01020",
4008618105,Emmye_Duplain,M,Single,2/17/1992,"93 Durham Ave.  Buffalo Grove, IL 60089",
3239123425,Marika_Tythacott,F,Single,10/17/1985,"9157 York Court  Coraopolis, PA 15108",
5337577270,Vinny_Patchett,F,Single,5/12/1995,"7078 North Jennings St.  Severn, MD 21144",
8599476260,Bentley_Fawckner,M,Single,5/12/1999,"8473 East Golf Street  Medford, MA 02155",
6031586580,Maryjo_Morin,F,Single,7/9/1982,"737 Newport Road  Tullahoma, TN 37388",
4275598609,Hogan_Finnes,F,Single,7/31/1978,"835 Arlington Lane  South Portland, ME 04106",
7777646852,Lancelot_Siebert,M,Single,7/16/1982,"54 Oak Meadow Dr.  Warwick, RI 02886",
6571148313,Reena_Rowcliffe,F,Single,9/20/1993,"2 Sage Ave.  Astoria, NY 11102",
5254083319,Gilbertine_Melsome,M,Single,5/26/2010,"44 Eagle Ave.  Lapeer, MI 48446",
4439943686,Chrissy_McDunlevy,F,Single,3/1/1975,"174 Old Pine Road  Dawsonville, GA 30534",
7228168306,Nikki_Rastrick,M,Single,12/23/1986,"8875 Rock Maple Court  Navarre, FL 32566",
7796799880,Damian_Cornock,F,Single,7/11/2011,"69 Ocean Street  Lindenhurst, NY 11757",
5548901755,Jareb_Diego,F,Single,7/21/2000,"735 New Saddle Avenue  Cranston, RI 02920",
8128124432,Bart_Placidi,M,Single,9/14/1982,"498 E. Monroe Road  Worcester, MA 01604",
7492255064,Robbie_Stroulger,F,Married,1/8/1997,"514 Forest St.  Paterson, NJ 07501",
5186251036,Stefa_Geater,F,Married,6/1/1992,"2 Border Street  Eugene, OR 97402",
2642946516,Gratiana_Hebbes,F,Married,8/30/2007,"7944 Second Ave.  Norwich, CT 06360",
2054104678,Yule_Sabban,M,Married,5/12/1978,"7884 Ridgewood Ave.  Michigan City, IN 46360",
8467961532,Lucille_Olsson,F,Married,1/26/1977,"8524 10th St.  Ormond Beach, FL 32174",
8081203947,Orella_Labbet,F,Married,11/22/1987,"624 Cedar Swamp Drive  Leesburg, VA 20175",
4688697501,Bernita_Clemenceau,M,Married,2/12/2009,"132 Annadale St.  Jamestown, NY 14701",
3871570151,Betta_Ivanovic,F,Married,4/14/1982,"88 Henry Smith Lane  Elyria, OH 44035",
7874437075,Andrus_Dewdney,F,Married,6/5/1980,"128 Old Cobblestone Road  Carpentersville, IL 60110",
3812005315,Helen_Bugge,M,Married,5/25/1994,"508 Amherst St.  Palm Beach Gardens, FL 33410",
7971209676,Dasi_Prandini,F,Married,11/28/1987,"8067 Livingston Street  Mahopac, NY 10541",
9031149747,Mireille_Ambrosoli,M,Married,12/3/2011,"979 Beechwood Dr.  Canal Winchester, OH 43110",
1989862850,Farlee_Burden,F,Married,2/21/2005,"187 Hill Field Court  Emporia, KS 66801",
1597339298,Luigi_Bordessa,M,Married,2/16/1991,"9 Spruce Drive  Southgate, MI 48195",
2347798298,Alicea_Spinnace,F,Married,11/3/1985,"9650 Race Dr.  Homestead, FL 33030",
8111565344,Ardenia_Noice,F,Divorced,6/28/1998,"994 North Livingston Street  Pottstown, PA 19464",
5531456195,Dode_Jancey,M,Divorced,12/18/1991,"81 Cedarwood Ave.  Cheshire, CT 06410",
3823237822,Neille_Khidr,F,Divorced,2/1/2013,"7767 Shirley Court  Annapolis, MD 21401",
5137587038,Tristan_Van_Oort,F,Divorced,4/25/2001,"8559 Peg Shop St.  Marysville, OH 43040",
6702190755,Avis_Moine,F,Divorced,3/12/1974,"19 Mulberry St.  Johnston, RI 02919",
9379416460,Reeva_O'Donohue,M,Divorced,1/31/1975,"5 Lower River Dr.  Blacksburg, VA 24060",
2628828987,Adan_Borland,F,Divorced,5/15/1980,"26 Sage Street  Gallatin, TN 37066",
2207887410,Janessa_Slingsby,F,Divorced,10/31/2003,"4 North Baker Ave.  Prior Lake, MN 55372",
8628830510,Conway_Longfut,M,Divorced,12/30/2009,"7281 Saxon Street  Altamonte Springs, FL 32714",
8139327840,Rodie_Romanetti,F,Divorced,1/17/2003,"585 N. Sulphur Springs St.  Brighton, MA 02135",
6741748355,Rudolfo_Cloute,F,Divorced,3/24/2012,"8459 Sierra Ave.  Grovetown, GA 30813",
5528229968,Kendal_Shellard,M,Divorced,6/20/1977,"724 Wakehurst Lane  Mays Landing, NJ 08330",
5245748998,Phillipp_Tarney,F,Divorced,9/26/1990,"686 South Santa Clara Dr.  Winston Salem, NC 27103",
9505125624,Bobby_Olufsen,M,Single,2/11/1995,"8014 NW. Harvard St.  Clarksville, TN 37040",
7865544557,Nollie_Rubbert,F,Single,4/14/2014,"65 Southampton Street  Hilliard, OH 43026",
3052338695,Samuele_Just,M,Single,11/29/1973,"898 San Pablo Street  Capitol Heights, MD 20743",
8112755051,Delora_Leckie,F,Single,3/23/1992,"484 Silver Spear Street  Allison Park, PA 15101",
1123297125,Shelden_Scanlan,F,Single,10/5/2015,"382 John Ave.  Williamsburg, VA 23185",
2048353928,Josey_Niess,M,Single,5/2/1976,"216 E. Newbridge Ave.  Neenah, WI 54956",
1232963885,Galen_Welland,F,Single,5/6/1977,"158 8th Street  Spring Hill, FL 34608",
8236765289,Ferdinanda_Sunman,F,Single,4/9/2011,"9006 Ridgewood Drive  Clayton, NC 27520",
2877695770,Ellery_Stollman,F,Single,6/18/2014,"3 Ridgewood St.  Burlington, MA 01803",
8967575093,Moe_McAster,M,Single,2/23/2001,"9895 Morris Street  Midlothian, VA 23112",
9873276137,Randy_Lorent,F,Married,7/21/2015,"222 Wall Drive  Pickerington, OH 43147",
4993738169,Emlen_Idney,F,Married,4/1/1982,"192 Shadow Brook Rd.  Medina, OH 44256",
2348154486,Geralda_Lathwood,M,Married,3/2/2013,"828 S. Laurel Dr.  Orlando, FL 32806",
3574701509,Gabi_Trounson,F,Married,4/22/1979,"7923 West Cherry Lane  Temple Hills, MD 20748",
4478376348,Jareb_Kapiloff,F,Married,9/9/1998,"43 Valley Farms St.  Buford, GA 30518",
2781206461,Hailey_Burroughes,M,Married,2/4/1977,"53 Lake View Street  Mount Laurel, NJ 08054",
9312848439,Toinette_Matthieson,F,Married,7/22/1980,"452 Cypress Drive  Watertown, MA 02472",
7789338963,Ema_Heal,M,Married,8/24/1992,"3 Constitution Ave.  Sarasota, FL 34231",
5973124654,Teresina_Caccavari,F,Married,11/15/1992,"781 South Cherry Road  Germantown, MD 20874",
5829283864,Ashli_Tatlow,M,Married,1/30/1989,"99 Rockcrest St.  Macon, GA 31204",
4419928368,Quinlan_Narrie,F,Married,7/21/1979,"8261 South Lawrence Lane  Nashville, TN 37205",
2793232131,Britte_Casotti,F,Married,1/2/1988,"28 West Rockaway St.  Anaheim, CA 92806",
5933017373,Bartram_Swiggs,M,Married,7/5/2004,"459 Oak Valley Ave.  Oswego, NY 13126",
7215239021,Kipp_Prise,F,Married,7/14/2009,"29 W. Trenton Court  Portsmouth, VA 23703",
3002297290,Eliot_Shuxsmith,F,Married,12/19/1989,"93 S. Vernon Drive  Colorado Springs, CO 80911",
8625737990,Carley_Caldero,F,Married,5/12/1979,"17 Spring Dr.  Wyandotte, MI 48192",
2877103236,Amandy_Beckham,M,Married,9/22/1987,"449 Saxton Street  Tuscaloosa, AL 35405",
4096383243,Billi_Boles,F,Married,6/12/1996,"38 School Ave.  Mcminnville, TN 37110",
1756955891,Bunnie_Caslane,F,Married,7/18/1994,"8147 Westport Road  Halethorpe, MD 21227",
